ts,basis_bps,close,day_of_week_cos,day_of_week_sin,depth10_ask_usd,depth10_bid_usd,funding_rate,funding_rate_twap_60m,high,index_price,low,mark_price,mid,minute_of_day_cos,minute_of_day_sin,ofi_10s,ofi_1s,ofi_30s,ofi_5s,oi_zscore_24h,open,realized_vol_240m,realized_vol_60m,spread,spread_bps,symbol,volume,view_id,feat_missing_basis_bps,feat_missing_close,feat_missing_day_of_week_cos,feat_missing_day_of_week_sin,feat_missing_depth10_ask_usd,feat_missing_depth10_bid_usd,feat_missing_funding_rate,feat_missing_funding_rate_twap_60m,feat_missing_high,feat_missing_index_price,feat_missing_low,feat_missing_mark_price,feat_missing_mid,feat_missing_minute_of_day_cos,feat_missing_minute_of_day_sin,feat_missing_ofi_10s,feat_missing_ofi_1s,feat_missing_ofi_30s,feat_missing_ofi_5s,feat_missing_oi_zscore_24h,feat_missing_open,feat_missing_realized_vol_240m,feat_missing_realized_vol_60m,feat_missing_spread,feat_missing_spread_bps,feat_missing_volume
2025-12-06 12:30:10+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2125,0.0,31.2125,31.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000000000012221,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:30:20+00:00,-6.70776503657241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2875,0.0,31.2875,31.2875,0.0,0.0,575.4800000000002,195.63000000000002,1123.4000000000003,160.31000000000012,0.0,0.0,0.3921826467769517,0.3921826467769517,0.0010000000000012221,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:30:30+00:00,-6.065830220605275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.302500000000002,0.0,31.302500000000002,31.302500000000002,0.0,0.0,-593.64,5.929999999999997,-460.21999999999997,-1004.6100000000001,0.0,0.0,0.32724248352472296,0.32724248352472296,0.0010000000000012221,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:30:40+00:00,-5.433219342261821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.264499999999998,0.0,31.264499999999998,31.264499999999998,0.0,0.0,-742.1199999999999,113.58000000000001,550.8900000000001,568.94,0.0,0.0,0.29165259418102724,0.29165259418102724,0.0010000000000012221,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:30:50+00:00,-6.712052929331926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.255499999999998,0.0,31.255499999999998,31.255499999999998,0.0,0.0,-709.94,-159.79999999999993,-501.51,-4.369999999999871,0.0,0.0,0.2614691023717408,0.2614691023717408,0.0010000000000012221,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:31:00+00:00,-4.797083373308074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.243499999999997,0.0,31.243499999999997,31.243499999999997,0.0,0.0,-39.919999999999945,284.72,-610.63,101.24000000000007,0.0,0.0,0.25608199466108755,0.25608199466108755,0.0010000000000012221,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:31:10+00:00,-6.394679626550573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.259500000000003,0.0,31.259500000000003,31.259500000000003,0.0,0.0,-191.12999999999994,-235.01000000000002,730.6700000000001,-262.49,0.0,0.0,0.24258482249114022,0.24258482249114022,0.0010000000000012221,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:31:20+00:00,-5.110841372261481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2975,0.0,31.2975,31.2975,0.0,0.0,564.35,240.97999999999996,-44.04000000000021,548.45,0.0,0.0,0.24587093740331872,0.24587093740331872,0.0009999999999976694,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:31:30+00:00,-7.026957966014585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2875,0.0,31.2875,31.2875,0.0,0.0,460.6000000000001,56.74000000000002,258.4900000000001,139.68,0.0,0.0,0.2404743490101358,0.2404743490101358,0.0010000000000012221,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:31:40+00:00,-6.067767380959459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2975,0.0,31.2975,31.2975,0.0,0.0,637.34,405.72999999999996,611.2900000000002,651.35,0.0,0.0,0.2130312801876377,0.2130312801876377,0.0009999999999976694,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:31:50+00:00,-6.7030546777748405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3035,0.0,31.3035,31.3035,0.0,0.0,-287.9999999999999,-271.88,-439.91999999999985,-30.36999999999996,0.0,0.0,0.1814974438561116,0.1814974438561116,0.0009999999999976694,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:32:00+00:00,-5.105296745372762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.322499999999998,0.0,31.322499999999998,31.322499999999998,0.0,0.0,4.8800000000001535,154.82999999999998,-715.7599999999996,-35.12999999999997,0.0,0.0,0.1849588827540732,0.1849588827540732,0.0010000000000012221,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2025-12-06 12:32:10+00:00,-6.05925311732575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3445,0.0,31.3445,31.3445,0.0,0.0,502.15000000000015,379.11000000000007,556.95,289.9200000000001,0.0,0.0,0.17946299207123848,0.17946299207123848,0.0009999999999976694,0.0,HYPEUSDT,0.0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
